05-Feb-26 14:00:23 - Created loss log file ./logs/loss_log_20260205140023_.npy.npz
05-Feb-26 14:00:33 - Estimated training samples: 26786650
05-Feb-26 14:00:33 - Total training steps per epoch (estimated): 83708
05-Feb-26 14:00:34 - Loading weights from: weights/model_weights20260204165247.pth
05-Feb-26 14:00:34 - Weights loaded successfully. Resuming training.
05-Feb-26 14:00:34 - Running without torch.compile (more stable for training).
05-Feb-26 14:00:34 - Training model...
05-Feb-26 14:00:40 - Features shape: torch.Size([320, 4])
05-Feb-26 14:00:40 - Elevation shape: torch.Size([320, 750])
05-Feb-26 14:00:40 - Targets shape: torch.Size([320])
05-Feb-26 14:00:40 - Mask shape: torch.Size([320, 750])
05-Feb-26 14:00:40 - Preds shape: torch.Size([320])
05-Feb-26 14:00:42 - [Epoch=1 | Step=10/83708 | Samples=3200] loss=4.5720
05-Feb-26 14:13:12 - ---------Epoch 01 | Training samples: 432000 | Average Loss: 6.9017
05-Feb-26 14:13:14 - [Epoch=1 | Step=1360/83708 | Samples=435200] loss=8.1504
05-Feb-26 14:13:14 - ---------Epoch 01 | Training samples: 435200 | Average Loss: 6.8859
05-Feb-26 14:13:17 - [Epoch=1 | Step=1370/83708 | Samples=438400] loss=4.9967
05-Feb-26 14:13:17 - ---------Epoch 01 | Training samples: 438400 | Average Loss: 6.8671
05-Feb-26 14:13:19 - [Epoch=1 | Step=1380/83708 | Samples=441600] loss=6.7679
05-Feb-26 14:13:19 - ---------Epoch 01 | Training samples: 441600 | Average Loss: 6.8509
05-Feb-26 14:13:21 - [Epoch=1 | Step=1390/83708 | Samples=444800] loss=4.7943
05-Feb-26 14:13:21 - ---------Epoch 01 | Training samples: 444800 | Average Loss: 6.8319
05-Feb-26 14:13:23 - [Epoch=1 | Step=1400/83708 | Samples=448000] loss=5.0209
05-Feb-26 14:13:23 - ---------Epoch 01 | Training samples: 448000 | Average Loss: 6.8146
05-Feb-26 14:13:26 - [Epoch=1 | Step=1410/83708 | Samples=451200] loss=4.9313
05-Feb-26 14:13:26 - ---------Epoch 01 | Training samples: 451200 | Average Loss: 6.7971
05-Feb-26 14:13:28 - [Epoch=1 | Step=1420/83708 | Samples=454400] loss=5.5919
05-Feb-26 14:13:28 - ---------Epoch 01 | Training samples: 454400 | Average Loss: 6.7769
05-Feb-26 14:13:30 - [Epoch=1 | Step=1430/83708 | Samples=457600] loss=5.3276
05-Feb-26 14:13:30 - ---------Epoch 01 | Training samples: 457600 | Average Loss: 6.7579
05-Feb-26 14:13:32 - [Epoch=1 | Step=1440/83708 | Samples=460800] loss=7.1084
05-Feb-26 14:13:32 - ---------Epoch 01 | Training samples: 460800 | Average Loss: 6.7418
05-Feb-26 14:13:34 - [Epoch=1 | Step=1450/83708 | Samples=464000] loss=4.1126
05-Feb-26 14:13:34 - ---------Epoch 01 | Training samples: 464000 | Average Loss: 6.7257
05-Feb-26 14:13:36 - [Epoch=1 | Step=1460/83708 | Samples=467200] loss=7.5087
05-Feb-26 14:13:36 - ---------Epoch 01 | Training samples: 467200 | Average Loss: 6.7062
05-Feb-26 14:13:38 - [Epoch=1 | Step=1470/83708 | Samples=470400] loss=3.3073
05-Feb-26 14:13:38 - ---------Epoch 01 | Training samples: 470400 | Average Loss: 6.6871
05-Feb-26 14:13:40 - [Epoch=1 | Step=1480/83708 | Samples=473600] loss=5.9868
05-Feb-26 14:13:40 - ---------Epoch 01 | Training samples: 473600 | Average Loss: 6.6714
05-Feb-26 14:13:42 - [Epoch=1 | Step=1490/83708 | Samples=476800] loss=2.7729
05-Feb-26 14:13:42 - ---------Epoch 01 | Training samples: 476800 | Average Loss: 6.6518
05-Feb-26 14:13:44 - [Epoch=1 | Step=1500/83708 | Samples=480000] loss=7.2058
05-Feb-26 14:13:44 - ---------Epoch 01 | Training samples: 480000 | Average Loss: 6.6356
05-Feb-26 14:16:37 - ---------Validation | Average Validation: 7.3806
05-Feb-26 14:16:37 - ---------Validation | Overestimation (>3dB): 660
05-Feb-26 14:16:37 - ---------Validation | Underestimation (<-3dB): 321
05-Feb-26 14:16:39 - [Epoch=1 | Step=1510/83708 | Samples=483200] loss=4.1978
05-Feb-26 14:16:39 - ---------Epoch 01 | Training samples: 483200 | Average Loss: 6.6203
05-Feb-26 14:16:41 - [Epoch=1 | Step=1520/83708 | Samples=486400] loss=9.8915
05-Feb-26 14:16:41 - ---------Epoch 01 | Training samples: 486400 | Average Loss: 6.6055
05-Feb-26 14:16:44 - [Epoch=1 | Step=1530/83708 | Samples=489600] loss=2.5481
05-Feb-26 14:16:44 - ---------Epoch 01 | Training samples: 489600 | Average Loss: 6.5901
05-Feb-26 14:16:48 - [Epoch=1 | Step=1540/83708 | Samples=492800] loss=8.0382
05-Feb-26 14:16:48 - ---------Epoch 01 | Training samples: 492800 | Average Loss: 6.5774
05-Feb-26 14:16:50 - [Epoch=1 | Step=1550/83708 | Samples=496000] loss=2.5660
05-Feb-26 14:16:50 - ---------Epoch 01 | Training samples: 496000 | Average Loss: 6.5636
05-Feb-26 14:16:52 - [Epoch=1 | Step=1560/83708 | Samples=499200] loss=7.8282
05-Feb-26 14:16:52 - ---------Epoch 01 | Training samples: 499200 | Average Loss: 6.5498
05-Feb-26 14:16:54 - [Epoch=1 | Step=1570/83708 | Samples=502400] loss=1.6234
05-Feb-26 14:16:54 - ---------Epoch 01 | Training samples: 502400 | Average Loss: 6.5334
05-Feb-26 14:16:56 - [Epoch=1 | Step=1580/83708 | Samples=505600] loss=8.4490
05-Feb-26 14:16:56 - ---------Epoch 01 | Training samples: 505600 | Average Loss: 6.5202
05-Feb-26 14:16:58 - [Epoch=1 | Step=1590/83708 | Samples=508800] loss=2.1201
05-Feb-26 14:16:58 - ---------Epoch 01 | Training samples: 508800 | Average Loss: 6.5032
05-Feb-26 14:17:00 - [Epoch=1 | Step=1600/83708 | Samples=512000] loss=6.8831
05-Feb-26 14:17:00 - ---------Epoch 01 | Training samples: 512000 | Average Loss: 6.4880
05-Feb-26 14:17:02 - [Epoch=1 | Step=1610/83708 | Samples=515200] loss=1.4743
05-Feb-26 14:17:02 - ---------Epoch 01 | Training samples: 515200 | Average Loss: 6.4693
05-Feb-26 14:17:04 - [Epoch=1 | Step=1620/83708 | Samples=518400] loss=8.6035
05-Feb-26 14:17:04 - ---------Epoch 01 | Training samples: 518400 | Average Loss: 6.4543
05-Feb-26 14:17:06 - [Epoch=1 | Step=1630/83708 | Samples=521600] loss=0.9412
05-Feb-26 14:17:06 - ---------Epoch 01 | Training samples: 521600 | Average Loss: 6.4350
05-Feb-26 14:17:08 - [Epoch=1 | Step=1640/83708 | Samples=524800] loss=7.7115
05-Feb-26 14:17:08 - ---------Epoch 01 | Training samples: 524800 | Average Loss: 6.4191
05-Feb-26 14:17:10 - [Epoch=1 | Step=1650/83708 | Samples=528000] loss=1.1360
05-Feb-26 14:17:10 - ---------Epoch 01 | Training samples: 528000 | Average Loss: 6.4006
05-Feb-26 14:17:13 - [Epoch=1 | Step=1660/83708 | Samples=531200] loss=8.1546
05-Feb-26 14:17:13 - ---------Epoch 01 | Training samples: 531200 | Average Loss: 6.3861
05-Feb-26 14:17:15 - [Epoch=1 | Step=1670/83708 | Samples=534400] loss=1.4928
05-Feb-26 14:17:15 - ---------Epoch 01 | Training samples: 534400 | Average Loss: 6.3691
05-Feb-26 14:17:17 - [Epoch=1 | Step=1680/83708 | Samples=537600] loss=10.6226
05-Feb-26 14:17:17 - ---------Epoch 01 | Training samples: 537600 | Average Loss: 6.3571
05-Feb-26 14:17:19 - [Epoch=1 | Step=1690/83708 | Samples=540800] loss=1.5384
05-Feb-26 14:17:19 - ---------Epoch 01 | Training samples: 540800 | Average Loss: 6.3423
05-Feb-26 14:17:23 - [Epoch=1 | Step=1700/83708 | Samples=544000] loss=7.8435
05-Feb-26 14:17:23 - ---------Epoch 01 | Training samples: 544000 | Average Loss: 6.3332
05-Feb-26 14:17:25 - [Epoch=1 | Step=1710/83708 | Samples=547200] loss=1.7792
05-Feb-26 14:17:25 - ---------Epoch 01 | Training samples: 547200 | Average Loss: 6.3213
05-Feb-26 14:17:27 - [Epoch=1 | Step=1720/83708 | Samples=550400] loss=10.6564
05-Feb-26 14:17:27 - ---------Epoch 01 | Training samples: 550400 | Average Loss: 6.3126
05-Feb-26 14:17:29 - [Epoch=1 | Step=1730/83708 | Samples=553600] loss=2.7375
05-Feb-26 14:17:29 - ---------Epoch 01 | Training samples: 553600 | Average Loss: 6.3014
05-Feb-26 14:17:31 - [Epoch=1 | Step=1740/83708 | Samples=556800] loss=8.9954
05-Feb-26 14:17:31 - ---------Epoch 01 | Training samples: 556800 | Average Loss: 6.2926
05-Feb-26 14:17:35 - [Epoch=1 | Step=1750/83708 | Samples=560000] loss=3.0642
05-Feb-26 14:17:35 - ---------Epoch 01 | Training samples: 560000 | Average Loss: 6.2812
05-Feb-26 14:17:37 - [Epoch=1 | Step=1760/83708 | Samples=563200] loss=8.4366
05-Feb-26 14:17:37 - ---------Epoch 01 | Training samples: 563200 | Average Loss: 6.2737
05-Feb-26 14:17:40 - [Epoch=1 | Step=1770/83708 | Samples=566400] loss=2.5446
05-Feb-26 14:17:40 - ---------Epoch 01 | Training samples: 566400 | Average Loss: 6.2623
05-Feb-26 14:17:42 - [Epoch=1 | Step=1780/83708 | Samples=569600] loss=8.0118
05-Feb-26 14:17:42 - ---------Epoch 01 | Training samples: 569600 | Average Loss: 6.2529
05-Feb-26 14:17:44 - [Epoch=1 | Step=1790/83708 | Samples=572800] loss=2.7157
05-Feb-26 14:17:44 - ---------Epoch 01 | Training samples: 572800 | Average Loss: 6.2421
05-Feb-26 14:17:46 - [Epoch=1 | Step=1800/83708 | Samples=576000] loss=6.9267
05-Feb-26 14:17:46 - ---------Epoch 01 | Training samples: 576000 | Average Loss: 6.2325
05-Feb-26 14:17:48 - [Epoch=1 | Step=1810/83708 | Samples=579200] loss=3.3758
05-Feb-26 14:17:48 - ---------Epoch 01 | Training samples: 579200 | Average Loss: 6.2206
05-Feb-26 14:17:50 - [Epoch=1 | Step=1820/83708 | Samples=582400] loss=9.0314
05-Feb-26 14:17:50 - ---------Epoch 01 | Training samples: 582400 | Average Loss: 6.2125
05-Feb-26 14:17:52 - [Epoch=1 | Step=1830/83708 | Samples=585600] loss=2.8195
05-Feb-26 14:17:52 - ---------Epoch 01 | Training samples: 585600 | Average Loss: 6.2018
05-Feb-26 14:17:54 - [Epoch=1 | Step=1840/83708 | Samples=588800] loss=8.4006
05-Feb-26 14:17:54 - ---------Epoch 01 | Training samples: 588800 | Average Loss: 6.1927
05-Feb-26 14:17:56 - [Epoch=1 | Step=1850/83708 | Samples=592000] loss=2.3935
05-Feb-26 14:17:56 - ---------Epoch 01 | Training samples: 592000 | Average Loss: 6.1830
05-Feb-26 14:17:58 - [Epoch=1 | Step=1860/83708 | Samples=595200] loss=6.6547
05-Feb-26 14:17:58 - ---------Epoch 01 | Training samples: 595200 | Average Loss: 6.1765
05-Feb-26 14:18:01 - [Epoch=1 | Step=1870/83708 | Samples=598400] loss=1.8858
05-Feb-26 14:18:01 - ---------Epoch 01 | Training samples: 598400 | Average Loss: 6.1678
05-Feb-26 14:18:03 - [Epoch=1 | Step=1880/83708 | Samples=601600] loss=5.9922
05-Feb-26 14:18:03 - ---------Epoch 01 | Training samples: 601600 | Average Loss: 6.1587
05-Feb-26 14:18:06 - [Epoch=1 | Step=1890/83708 | Samples=604800] loss=2.5061
05-Feb-26 14:18:06 - ---------Epoch 01 | Training samples: 604800 | Average Loss: 6.1489
05-Feb-26 14:18:08 - [Epoch=1 | Step=1900/83708 | Samples=608000] loss=7.1329
05-Feb-26 14:18:08 - ---------Epoch 01 | Training samples: 608000 | Average Loss: 6.1394
05-Feb-26 14:18:10 - [Epoch=1 | Step=1910/83708 | Samples=611200] loss=2.4948
05-Feb-26 14:18:10 - ---------Epoch 01 | Training samples: 611200 | Average Loss: 6.1292
05-Feb-26 14:18:12 - [Epoch=1 | Step=1920/83708 | Samples=614400] loss=6.8612
05-Feb-26 14:18:12 - ---------Epoch 01 | Training samples: 614400 | Average Loss: 6.1191
05-Feb-26 14:18:14 - [Epoch=1 | Step=1930/83708 | Samples=617600] loss=2.7315
05-Feb-26 14:18:15 - ---------Epoch 01 | Training samples: 617600 | Average Loss: 6.1076
05-Feb-26 14:18:17 - [Epoch=1 | Step=1940/83708 | Samples=620800] loss=5.9300
05-Feb-26 14:18:17 - ---------Epoch 01 | Training samples: 620800 | Average Loss: 6.0982
05-Feb-26 14:18:20 - [Epoch=1 | Step=1950/83708 | Samples=624000] loss=2.7689
05-Feb-26 14:18:20 - ---------Epoch 01 | Training samples: 624000 | Average Loss: 6.0868
05-Feb-26 14:18:22 - [Epoch=1 | Step=1960/83708 | Samples=627200] loss=6.4572
05-Feb-26 14:18:22 - ---------Epoch 01 | Training samples: 627200 | Average Loss: 6.0748
05-Feb-26 14:18:25 - [Epoch=1 | Step=1970/83708 | Samples=630400] loss=2.4798
05-Feb-26 14:18:25 - ---------Epoch 01 | Training samples: 630400 | Average Loss: 6.0620
05-Feb-26 14:18:27 - [Epoch=1 | Step=1980/83708 | Samples=633600] loss=5.0364
05-Feb-26 14:18:27 - ---------Epoch 01 | Training samples: 633600 | Average Loss: 6.0492
05-Feb-26 14:18:29 - [Epoch=1 | Step=1990/83708 | Samples=636800] loss=2.6183
05-Feb-26 14:18:29 - ---------Epoch 01 | Training samples: 636800 | Average Loss: 6.0366
05-Feb-26 14:18:32 - [Epoch=1 | Step=2000/83708 | Samples=640000] loss=4.6413
05-Feb-26 14:18:32 - ---------Epoch 01 | Training samples: 640000 | Average Loss: 6.0228
05-Feb-26 14:21:24 - ---------Validation | Average Validation: 7.4818
05-Feb-26 14:21:24 - ---------Validation | Overestimation (>3dB): 639
05-Feb-26 14:21:24 - ---------Validation | Underestimation (<-3dB): 331
05-Feb-26 14:21:28 - [Epoch=1 | Step=2010/83708 | Samples=643200] loss=3.5319
05-Feb-26 14:21:28 - ---------Epoch 01 | Training samples: 643200 | Average Loss: 6.0123
05-Feb-26 14:21:30 - [Epoch=1 | Step=2020/83708 | Samples=646400] loss=4.1548
05-Feb-26 14:21:30 - ---------Epoch 01 | Training samples: 646400 | Average Loss: 6.0000
05-Feb-26 14:21:32 - [Epoch=1 | Step=2030/83708 | Samples=649600] loss=2.4999
05-Feb-26 14:21:32 - ---------Epoch 01 | Training samples: 649600 | Average Loss: 5.9881
05-Feb-26 14:21:34 - [Epoch=1 | Step=2040/83708 | Samples=652800] loss=4.2302
05-Feb-26 14:21:34 - ---------Epoch 01 | Training samples: 652800 | Average Loss: 5.9749
05-Feb-26 14:21:36 - [Epoch=1 | Step=2050/83708 | Samples=656000] loss=2.2082
05-Feb-26 14:21:36 - ---------Epoch 01 | Training samples: 656000 | Average Loss: 5.9592
05-Feb-26 14:21:38 - [Epoch=1 | Step=2060/83708 | Samples=659200] loss=4.1671
05-Feb-26 14:21:38 - ---------Epoch 01 | Training samples: 659200 | Average Loss: 5.9440
05-Feb-26 14:21:40 - [Epoch=1 | Step=2070/83708 | Samples=662400] loss=1.6321
05-Feb-26 14:21:40 - ---------Epoch 01 | Training samples: 662400 | Average Loss: 5.9285
05-Feb-26 14:21:42 - [Epoch=1 | Step=2080/83708 | Samples=665600] loss=4.5326
05-Feb-26 14:21:42 - ---------Epoch 01 | Training samples: 665600 | Average Loss: 5.9142
05-Feb-26 14:21:44 - [Epoch=1 | Step=2090/83708 | Samples=668800] loss=2.0965
05-Feb-26 14:21:44 - ---------Epoch 01 | Training samples: 668800 | Average Loss: 5.8987
05-Feb-26 14:21:46 - [Epoch=1 | Step=2100/83708 | Samples=672000] loss=4.5580
05-Feb-26 14:21:46 - ---------Epoch 01 | Training samples: 672000 | Average Loss: 5.8839
05-Feb-26 14:21:48 - [Epoch=1 | Step=2110/83708 | Samples=675200] loss=1.4977
05-Feb-26 14:21:48 - ---------Epoch 01 | Training samples: 675200 | Average Loss: 5.8690
05-Feb-26 14:21:51 - [Epoch=1 | Step=2120/83708 | Samples=678400] loss=5.7936
05-Feb-26 14:21:51 - ---------Epoch 01 | Training samples: 678400 | Average Loss: 5.8569
05-Feb-26 14:22:06 - [Epoch=1 | Step=2130/83708 | Samples=681600] loss=1.1571
05-Feb-26 14:22:06 - ---------Epoch 01 | Training samples: 681600 | Average Loss: 5.8430
05-Feb-26 14:22:08 - [Epoch=1 | Step=2140/83708 | Samples=684800] loss=6.1827
05-Feb-26 14:22:08 - ---------Epoch 01 | Training samples: 684800 | Average Loss: 5.8331
05-Feb-26 14:22:10 - [Epoch=1 | Step=2150/83708 | Samples=688000] loss=1.9878
05-Feb-26 14:22:10 - ---------Epoch 01 | Training samples: 688000 | Average Loss: 5.8202
05-Feb-26 14:22:12 - [Epoch=1 | Step=2160/83708 | Samples=691200] loss=6.1112
05-Feb-26 14:22:12 - ---------Epoch 01 | Training samples: 691200 | Average Loss: 5.8080
05-Feb-26 14:22:14 - [Epoch=1 | Step=2170/83708 | Samples=694400] loss=1.1309
05-Feb-26 14:22:14 - ---------Epoch 01 | Training samples: 694400 | Average Loss: 5.7953
05-Feb-26 14:22:16 - [Epoch=1 | Step=2180/83708 | Samples=697600] loss=6.7539
05-Feb-26 14:22:16 - ---------Epoch 01 | Training samples: 697600 | Average Loss: 5.7848
05-Feb-26 14:22:18 - [Epoch=1 | Step=2190/83708 | Samples=700800] loss=1.4200
05-Feb-26 14:22:18 - ---------Epoch 01 | Training samples: 700800 | Average Loss: 5.7711
05-Feb-26 14:22:20 - [Epoch=1 | Step=2200/83708 | Samples=704000] loss=5.2372
05-Feb-26 14:22:20 - ---------Epoch 01 | Training samples: 704000 | Average Loss: 5.7602
05-Feb-26 14:22:22 - [Epoch=1 | Step=2210/83708 | Samples=707200] loss=1.8624
05-Feb-26 14:22:22 - ---------Epoch 01 | Training samples: 707200 | Average Loss: 5.7479
05-Feb-26 14:22:24 - [Epoch=1 | Step=2220/83708 | Samples=710400] loss=6.8439
05-Feb-26 14:22:24 - ---------Epoch 01 | Training samples: 710400 | Average Loss: 5.7408
05-Feb-26 14:22:27 - [Epoch=1 | Step=2230/83708 | Samples=713600] loss=1.2585
05-Feb-26 14:22:27 - ---------Epoch 01 | Training samples: 713600 | Average Loss: 5.7292
05-Feb-26 14:22:29 - [Epoch=1 | Step=2240/83708 | Samples=716800] loss=6.8593
05-Feb-26 14:22:29 - ---------Epoch 01 | Training samples: 716800 | Average Loss: 5.7219
05-Feb-26 14:22:32 - [Epoch=1 | Step=2250/83708 | Samples=720000] loss=1.0648
05-Feb-26 14:22:32 - ---------Epoch 01 | Training samples: 720000 | Average Loss: 5.7114
05-Feb-26 14:22:34 - [Epoch=1 | Step=2260/83708 | Samples=723200] loss=6.2254
05-Feb-26 14:22:34 - ---------Epoch 01 | Training samples: 723200 | Average Loss: 5.7034
05-Feb-26 14:22:36 - [Epoch=1 | Step=2270/83708 | Samples=726400] loss=2.3074
05-Feb-26 14:22:36 - ---------Epoch 01 | Training samples: 726400 | Average Loss: 5.6935
05-Feb-26 14:22:38 - [Epoch=1 | Step=2280/83708 | Samples=729600] loss=7.0319
05-Feb-26 14:22:38 - ---------Epoch 01 | Training samples: 729600 | Average Loss: 5.6865
05-Feb-26 14:22:40 - [Epoch=1 | Step=2290/83708 | Samples=732800] loss=1.3999
05-Feb-26 14:22:40 - ---------Epoch 01 | Training samples: 732800 | Average Loss: 5.6775
05-Feb-26 14:22:42 - [Epoch=1 | Step=2300/83708 | Samples=736000] loss=5.7993
05-Feb-26 14:22:42 - ---------Epoch 01 | Training samples: 736000 | Average Loss: 5.6688
05-Feb-26 14:22:44 - [Epoch=1 | Step=2310/83708 | Samples=739200] loss=0.8339
05-Feb-26 14:22:45 - ---------Epoch 01 | Training samples: 739200 | Average Loss: 5.6577
05-Feb-26 14:22:47 - [Epoch=1 | Step=2320/83708 | Samples=742400] loss=5.8821
05-Feb-26 14:22:47 - ---------Epoch 01 | Training samples: 742400 | Average Loss: 5.6481
05-Feb-26 14:22:49 - [Epoch=1 | Step=2330/83708 | Samples=745600] loss=0.9925
05-Feb-26 14:22:49 - ---------Epoch 01 | Training samples: 745600 | Average Loss: 5.6359
05-Feb-26 14:22:51 - [Epoch=1 | Step=2340/83708 | Samples=748800] loss=5.6593
05-Feb-26 14:22:51 - ---------Epoch 01 | Training samples: 748800 | Average Loss: 5.6254
05-Feb-26 14:22:53 - [Epoch=1 | Step=2350/83708 | Samples=752000] loss=1.8620
05-Feb-26 14:22:53 - ---------Epoch 01 | Training samples: 752000 | Average Loss: 5.6136
05-Feb-26 14:22:55 - [Epoch=1 | Step=2360/83708 | Samples=755200] loss=6.0462
05-Feb-26 14:22:55 - ---------Epoch 01 | Training samples: 755200 | Average Loss: 5.6060
05-Feb-26 14:22:57 - [Epoch=1 | Step=2370/83708 | Samples=758400] loss=1.8246
05-Feb-26 14:22:57 - ---------Epoch 01 | Training samples: 758400 | Average Loss: 5.5966
05-Feb-26 14:23:00 - [Epoch=1 | Step=2380/83708 | Samples=761600] loss=7.0867
05-Feb-26 14:23:00 - ---------Epoch 01 | Training samples: 761600 | Average Loss: 5.5885
05-Feb-26 14:23:02 - [Epoch=1 | Step=2390/83708 | Samples=764800] loss=1.0857
05-Feb-26 14:23:02 - ---------Epoch 01 | Training samples: 764800 | Average Loss: 5.5779
05-Feb-26 14:23:04 - [Epoch=1 | Step=2400/83708 | Samples=768000] loss=5.8880
05-Feb-26 14:23:04 - ---------Epoch 01 | Training samples: 768000 | Average Loss: 5.5699
05-Feb-26 14:23:06 - [Epoch=1 | Step=2410/83708 | Samples=771200] loss=1.6962
05-Feb-26 14:23:07 - ---------Epoch 01 | Training samples: 771200 | Average Loss: 5.5600
05-Feb-26 14:23:09 - [Epoch=1 | Step=2420/83708 | Samples=774400] loss=5.2497
05-Feb-26 14:23:09 - ---------Epoch 01 | Training samples: 774400 | Average Loss: 5.5529
05-Feb-26 14:23:11 - [Epoch=1 | Step=2430/83708 | Samples=777600] loss=1.8766
05-Feb-26 14:23:11 - ---------Epoch 01 | Training samples: 777600 | Average Loss: 5.5448
05-Feb-26 14:23:13 - [Epoch=1 | Step=2440/83708 | Samples=780800] loss=6.1946
05-Feb-26 14:23:13 - ---------Epoch 01 | Training samples: 780800 | Average Loss: 5.5374
05-Feb-26 14:23:15 - [Epoch=1 | Step=2450/83708 | Samples=784000] loss=1.6387
05-Feb-26 14:23:15 - ---------Epoch 01 | Training samples: 784000 | Average Loss: 5.5278
05-Feb-26 14:23:17 - [Epoch=1 | Step=2460/83708 | Samples=787200] loss=7.0028
05-Feb-26 14:23:17 - ---------Epoch 01 | Training samples: 787200 | Average Loss: 5.5208
05-Feb-26 14:23:19 - [Epoch=1 | Step=2470/83708 | Samples=790400] loss=1.9349
05-Feb-26 14:23:19 - ---------Epoch 01 | Training samples: 790400 | Average Loss: 5.5114
05-Feb-26 14:23:22 - [Epoch=1 | Step=2480/83708 | Samples=793600] loss=5.5393
05-Feb-26 14:23:22 - ---------Epoch 01 | Training samples: 793600 | Average Loss: 5.5024
05-Feb-26 14:23:24 - [Epoch=1 | Step=2490/83708 | Samples=796800] loss=2.1072
05-Feb-26 14:23:24 - ---------Epoch 01 | Training samples: 796800 | Average Loss: 5.4929
05-Feb-26 14:23:26 - [Epoch=1 | Step=2500/83708 | Samples=800000] loss=6.1172
05-Feb-26 14:23:26 - ---------Epoch 01 | Training samples: 800000 | Average Loss: 5.4846
05-Feb-26 14:26:24 - ---------Validation | Average Validation: 6.8381
05-Feb-26 14:26:24 - ---------Validation | Overestimation (>3dB): 400
05-Feb-26 14:26:24 - ---------Validation | Underestimation (<-3dB): 459
05-Feb-26 14:26:26 - [Epoch=1 | Step=2510/83708 | Samples=803200] loss=1.8919
05-Feb-26 14:26:26 - ---------Epoch 01 | Training samples: 803200 | Average Loss: 5.4763
05-Feb-26 14:26:28 - [Epoch=1 | Step=2520/83708 | Samples=806400] loss=7.5012
05-Feb-26 14:26:28 - ---------Epoch 01 | Training samples: 806400 | Average Loss: 5.4712
05-Feb-26 14:26:30 - [Epoch=1 | Step=2530/83708 | Samples=809600] loss=1.8810
05-Feb-26 14:26:30 - ---------Epoch 01 | Training samples: 809600 | Average Loss: 5.4629
05-Feb-26 14:26:32 - [Epoch=1 | Step=2540/83708 | Samples=812800] loss=8.9300
05-Feb-26 14:26:32 - ---------Epoch 01 | Training samples: 812800 | Average Loss: 5.4593
05-Feb-26 14:26:34 - [Epoch=1 | Step=2550/83708 | Samples=816000] loss=2.0559
05-Feb-26 14:26:34 - ---------Epoch 01 | Training samples: 816000 | Average Loss: 5.4534
05-Feb-26 14:26:36 - [Epoch=1 | Step=2560/83708 | Samples=819200] loss=8.4760
05-Feb-26 14:26:36 - ---------Epoch 01 | Training samples: 819200 | Average Loss: 5.4506
05-Feb-26 14:26:39 - [Epoch=1 | Step=2570/83708 | Samples=822400] loss=1.6805
05-Feb-26 14:26:39 - ---------Epoch 01 | Training samples: 822400 | Average Loss: 5.4444
05-Feb-26 14:26:41 - [Epoch=1 | Step=2580/83708 | Samples=825600] loss=6.9585
05-Feb-26 14:26:41 - ---------Epoch 01 | Training samples: 825600 | Average Loss: 5.4397
05-Feb-26 14:26:44 - [Epoch=1 | Step=2590/83708 | Samples=828800] loss=1.7178
05-Feb-26 14:26:44 - ---------Epoch 01 | Training samples: 828800 | Average Loss: 5.4328
05-Feb-26 14:26:46 - [Epoch=1 | Step=2600/83708 | Samples=832000] loss=8.3822
05-Feb-26 14:26:46 - ---------Epoch 01 | Training samples: 832000 | Average Loss: 5.4311
05-Feb-26 14:26:48 - [Epoch=1 | Step=2610/83708 | Samples=835200] loss=2.2828
05-Feb-26 14:26:48 - ---------Epoch 01 | Training samples: 835200 | Average Loss: 5.4255
05-Feb-26 14:26:51 - [Epoch=1 | Step=2620/83708 | Samples=838400] loss=6.1225
05-Feb-26 14:26:51 - ---------Epoch 01 | Training samples: 838400 | Average Loss: 5.4210
05-Feb-26 14:26:53 - [Epoch=1 | Step=2630/83708 | Samples=841600] loss=2.3242
05-Feb-26 14:26:53 - ---------Epoch 01 | Training samples: 841600 | Average Loss: 5.4141
05-Feb-26 14:26:55 - [Epoch=1 | Step=2640/83708 | Samples=844800] loss=7.2079
05-Feb-26 14:26:55 - ---------Epoch 01 | Training samples: 844800 | Average Loss: 5.4098
